ds:identifier,ds:title,ds:description,ds:keyword,ds:modified,ds:contactPoint,ds:mbox,ds:accessLevel,ds:accessLevelComment,ds:temporal,ds:spatial,ds:dataDictionary,ds:accrualPeriodicity,rs:title,rs:description,rs:downloadURL,rs:mediaType,rs:byteSize,rs:temporal
PROSPERA,,,,,,,,,,,,,TABASCO,"Familias beneficiarias del Programa Prospera en el estado de  TABASCO, en el 4to. bimestre 2014",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_prospera_/27_S072_2014_5.rar,rar,,2014
PROSPERA,,,,,,,,,,,,,TAMAULIPAS,"Familias beneficiarias del Programa Prospera en el estado de  TAMAULIPAS, en el 4to. bimestre 2014",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_prospera_/28_S072_2014_5.rar,rar,,2014
PROSPERA,,,,,,,,,,,,,TLAXCALA,"Familias beneficiarias del Programa Prospera en el estado de  TLAXCALA, en el 4to. bimestre 2014",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_prospera_/29_S072_2014_5.rar,rar,,2014
PROSPERA,,,,,,,,,,,,,VERACRUZ,"Familias beneficiarias del Programa Prospera en el estado de  VERACRUZ, en el 4to. bimestre 2014",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_prospera_/30_S072_2014_5.rar,rar,,2014
PROSPERA,,,,,,,,,,,,,YUCATAN,"Familias beneficiarias del Programa Prospera en el estado de  YUCATAN, en el 4to. bimestre 2014",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_prospera_/31_S072_2014_5.rar,rar,,2014
PROSPERA,,,,,,,,,,,,,ZACATECAS,"Familias beneficiarias del Programa Prospera en el estado de  ZACATECAS, en el 4to. bimestre 2014",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_prospera_/32_S072_2014_5.rar,rar,,2014
PAL,Programa de Apoyo Alimentario,"Información quinto bimestre de 2014, padrón de familias beneficiarias y apoyos emitidos",Apoyos emitidos ,2014-06-27,Dirección de Sistema de Información  DGPL,"armandj@prospera.gob.mx, dianam@prospera.gob.mx",público,"El nivel identificación, por beneficiario",2014-03-01/2014-04-30,nacional,http://www.prospera.gob.mx/php/padrones/pal_fams_csv/1/Diccionario.zip,bimestral,,,,,,
PAL,,,,,,,,,,,,,AGUASCALIENTES,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de AGUASCALIENTES, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/01_S118_2014_5.rar,zip,,2014
PAL,,,,,,,,,,,,,BAJA CALIFORNIA,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de BAJA CALIFORNIA, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/02_S118_2014_5.rar,zip,,2014
PAL,,,,,,,,,,,,,BAJA CALIFORNIA SUR,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de BAJA CALIFORNIA SUR, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/03_S118_2014_5.rar,zip,,2014
PAL,,,,,,,,,,,,,CAMPECHE,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de CAMPECHE, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/04_S118_2014_5.rar,zip,,2014
PAL,,,,,,,,,,,,,COAHUILA,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de COAHUILA, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/05_S118_2014_5.rar,zip,,2014
PAL,,,,,,,,,,,,,COLIMA,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de COLIMA, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/06_S118_2014_5.rar,zip,,2014
PAL,,,,,,,,,,,,,CHIAPAS,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de CHIAPAS, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/07_S118_2014_5.rar,zip,,2014
PAL,,,,,,,,,,,,,CHIHUAHUA,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de CHIHUAHUA, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/08_S118_2014_5.rar,zip,,2014
PAL,,,,,,,,,,,,,DISTRITO FEDERAL,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de DISTRITO FEDERAL, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/09_S118_2014_5.rar,zip,,2014
PAL,,,,,,,,,,,,,DURANGO,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de DURANGO, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/10_S118_2014_5.rar,zip,,2014
PAL,,,,,,,,,,,,,GUANAJUATO,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de GUANAJUATO, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/11_S118_2014_5.rar,zip,,2014
PAL,,,,,,,,,,,,,GUERRERO,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de GUERRERO, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/12_S118_2014_5.rar,zip,,2014
PAL,,,,,,,,,,,,,HIDALGO,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de HIDALGO, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/13_S118_2014_5.rar,zip,,2014
PAL,,,,,,,,,,,,,JALISCO,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de JALISCO, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/14_S118_2014_5.rar,zip,,2014
PAL,,,,,,,,,,,,,MEXICO,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de MEXICO, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/15_S118_2014_5.rar,zip,,2014
PAL,,,,,,,,,,,,,MICHOACAN,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de MICHOACAN, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/16_S118_2014_5.rar,zip,,2014
PAL,,,,,,,,,,,,,MORELOS,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de MORELOS, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/17_S118_2014_5.rar,zip,,2014
PAL,,,,,,,,,,,,,NAYARIT,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de NAYARIT, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/18_S118_2014_5.rar,zip,,2014
PAL,,,,,,,,,,,,,NUEVO LEON,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de NUEVO LEON, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/19_S118_2014_5.rar,zip,,2014
PAL,,,,,,,,,,,,,OAXACA,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de OAXACA, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/20_S118_2014_5.rar,zip,,2014
PAL,,,,,,,,,,,,,PUEBLA,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de PUEBLA, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/21_S118_2014_5.rar,zip,,2014
PAL,,,,,,,,,,,,,QUERETARO,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de QUERETARO, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/22_S118_2014_5.rar,zip,,2014
PAL,,,,,,,,,,,,,QUINTANA ROO,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de QUINTANA ROO, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/23_S118_2014_5.rar,zip,,2014
PAL,,,,,,,,,,,,,SAN LUIS POTOSI,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de SAN LUIS POTOSI, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/24_S118_2014_5.rar,zip,,2014
PAL,,,,,,,,,,,,,SINALOA,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de SINALOA, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/25_S118_2014_5.rar,zip,,2014
PAL,,,,,,,,,,,,,SONORA,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de SONORA, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/26_S118_2014_5.rar,zip,,2014
PAL,,,,,,,,,,,,,TABASCO,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de TABASCO, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/27_S118_2014_5.rar,zip,,2014
PAL,,,,,,,,,,,,,TAMAULIPAS,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de TAMAULIPAS, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/28_S118_2014_5.rar,zip,,2014
PAL,,,,,,,,,,,,,TLAXCALA,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de TLAXCALA, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/29_S118_2014_5.rar,zip,,2014
PAL,,,,,,,,,,,,,VERACRUZ,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de VERACRUZ, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/30_S118_2014_5.rar,zip,,2014
PAL,,,,,,,,,,,,,YUCATAN,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de YUCATAN, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/31_S118_2014_5.rar,zip,,2014
PAL,,,,,,,,,,,,,ZACATECAS,"Familias beneficiarias del Programa de Apoyo Alimentario en estado de ZACATECAS, en el 5to. bimestre 2014  ",https://www.prospera.gob.mx/Portal/php/padrones/pad_fams_pal_/32_S118_2014_5.rar,zip,,2014
3 X 1,Programa 3 x 1 para Migrantes,"Datos del ejercicio fiscal 2013 del Programa 3 x 1, que multiplica la inversión de las y los mexicanos que viven en el extranjero, quienes contribuyen económicamente a la realización de acciones, buscando el desarrollo y un mejor nivel de vida de los habitantes de sus comunidades de origen.","apoyos, proyectos productivos, beneficiario, migrante, 3x1",2014-09-30,Atención Ciudadana,demandasocial@sedesol.gob.mx,público,El nivel de agrupamiento y la información publicada no permite la identificación del beneficiario,2013-01-01/2013-12-31,nacional,http://datos.sedesol.gob.mx/padronbeneficiarios/140930/cp/DICCIONARIO_SEDESOL_PER.csv,anual,,,,,,
3 X 1,,,,,,,,,,,,,3X1 2013 Enero Diciembre,Datos de los apoyos otorgados en el programa 3X1 enero a diciembre 2013,http://datos.sedesol.gob.mx/padronbeneficiarios/140930/cp/3X1_131_13c.zip,application/zip,115956,2013
PDZP,Programa para el Desarrollo de Zonas Prioritarias,"Datos del ejercicio fiscal 2013 de acciones realizadas a través de los recursos asignados al Programa para el Desarrollo de Zonas Prioritarias, para apoyos de mejoramiento de vivienda e infraestructura comunitaria que benefician a los territorios en su cobertura.","apoyos, acciones, beneficiario, zonas prioritarias, desarrollo",2014-09-30,Atención Ciudadana,demandasocial@sedesol.gob.mx,público,El nivel de agrupamiento y la información publicada no permite la identificación del beneficiario,2013-01-01/2013-12-31,nacional,http://datos.sedesol.gob.mx/padronbeneficiarios/140930/cp/DICCIONARIO_SEDESOL_PER.csv,anual,,,,,,
PDZP,,,,,,,,,,,,,PDZP 2013 Enero  a Diciembre,Datos de los apoyos otorgados en el programa PDZP de enero a diciembre 2013,http://datos.sedesol.gob.mx/padronbeneficiarios/140930/cp/pdzp_131_13c.zip,application/zip,2997667,2013
FONART,Programas del Fondo Nacional para el Fomento a las Artesanías,"Datos del segundo trimestre de 2014 de los Programas del Fondo Nacional para el Fomento a las Artesanías, los cuales apoyan la actividad artesanal y ayudan a mejorar los ingresos de las y los artesanos mexicanos capacitándolos en la elaboración y venta de sus artesanías.","apoyos entregados, económicos, beneficiario, artesano, artesanías, fomento, programas, vertientes, artesanal, concursos",2014-09-30,Atención Ciudadana,demandasocial@sedesol.gob.mx,público,El nivel de agrupamiento y la información publicada no permite la identificación del beneficiario,2014-04-01/2014-06-30,nacional,http://datos.sedesol.gob.mx/padronbeneficiarios/140930/cp/DICCIONARIO_SEDESOL_PER.csv,trimestral,,,,,,
FONART,,,,,,,,,,,,,FONART 2014 Abril Junio,Datos de los apoyos otorgados en los programas FONART en el segundo trimestre 2014 (abril a junio),http://datos.sedesol.gob.mx/padronbeneficiarios/140930/cp/fonart_144_146.zip,application/zip,291462,2014
PAJA,Programa de Atención a Jornaleros Agrícolas,"Datos del periodo Enero-Junio de 2014 del Programa de Atención a Jornaleros Agrícolas,el cual ayuda a reducir las condiciones de precariedad de la población jornalera agrícola tanto en sus localidades de origen y destino, así como en procesos migratorios, mediante acciones que mejoren su acceso a servicios básicos, alimentación, educación, información y promoción el ejercicio de los derechos humanos.","apoyos, entregados, económicos, beneficiario, jornaleros, agrícolas,  arribo , becas, estimulo, asistencia, escolar, atm ,migración, unidades de trabajo, campo agrícola",2014-09-30,Atención Ciudadana,demandasocial@sedesol.gob.mx,público,El nivel de agrupamiento y la información publicada no permite la identificación del beneficiario,2014-01-01 / 2014-06-30,nacional,http://datos.sedesol.gob.mx/padronbeneficiarios/140930/cp/DICCIONARIO_SEDESOL_PER.csv,mensual,,,,,,
PAJA,,,,,,,,,,,,,PAJA APOYOS ENERO - JUNIO 2014,Datos de los apoyos otorgados en el programa PAJA en el periodo enero a junio de 2014,http://datos.sedesol.gob.mx/padronbeneficiarios/140930/cp/paja_141_146.zip,application/zip,669790,2014
PAM,Programa Pensión para Adultos Mayores,"Datos del primer y tercer bimestre de 2014 del Programa Pensión para Adultos Mayores, que atiende a las personas adultas mayores de 65 años en adelante con cobertura a nivel nacional. Las y los beneficiarios reciben apoyos económicos de 580 pesos mensuales con entregas de 1,160 pesos cada dos meses.
Esta información se encuentra agrupada en rangos de 2 años a partir de los 65 años de edad, se incluye la cantidad y el importe monetario de los apoyos entregados, así mismo se encuentra detallada a nivel de localidad con base en las claves de Estado Municipio y Localidad del catálogo de INEGI vigente.","apoyos, entregados, económicos, adultos mayores, 65 años, pensión, beneficiario, adultos, 70 y mas, 65 y mas, PPAM, PAM",2014-09-30,Atención Ciudadana,demandasocial@sedesol.gob.mx,público,El nivel de agrupamiento y la información publicada no permite la identificación del beneficiario,2014-01-01/2014-06-30,nacional,http://datos.sedesol.gob.mx/padronbeneficiarios/140930/cp/DICCIONARIO_SEDESOL_PER.csv,bimestral,,,,,,
PAM,,,,,,,,,,,,,PAM 2014 Mayo Junio,Datos de los apoyos otorgados en el programa PAM en el bimestre mayo a junio 2014,http://datos.sedesol.gob.mx/padronbeneficiarios/140930/cp/pam_145_146.zip,application/zip,59612824,2014
PAM,,,,,,,,,,,,,PAM 2014 Enero Febrero,Datos de los apoyos otorgados en el programa PAM en el bimestre  enero-febrero 2014,http://datos.sedesol.gob.mx/padronbeneficiarios/pam/pam_1_141_142.zip,application/zip,25988096,2014
PASL,"Programa de Abasto Social de Leche a Cargo de LICONSA, S.A. de C.V.","Datos del mes de julio de 2014 del Programa de Abasto Social de Leche a Cargo de LICONSA, S.A. de C.V.,  que permite el consumo de leche de calidad a bajo precio. Cada beneficiario recibe 4 litros de leche a la semana; el máximo que puede recibir una familia son 24 litros. ","apoyos, entregados, beneficiario, abasto, leche, LICONSA",2014-09-30,Etelberto Gómez Fuentes,egfuentes@liconsa.gob.mx,público,El nivel de agrupamiento y la información publicada no permite la identificación del beneficiario,2014-07-01/2014-07-31,nacional,http://datos.sedesol.gob.mx/padronbeneficiarios/140930/cp/DICCIONARIO_SEDESOL_PER.csv,mensual,,,,,,
PASL,,,,,,,,,,,,,PASL 2014 Julio,"Datos de los apoyos otorgados en el Programa de Abasto Social de Leche a Cargo de LICONSA, S.A. de C.V. en el mes de julio 2014",http://datos.sedesol.gob.mx/padronbeneficiarios/140930/cp/pasl_147_147.zip,application/zip,19083542,2014
PEI,Programa de Estancias Infantiles para Apoyar a Madres Trabajadoras (Niñas y niños),"Datos del mes de junio de 2014, del Programa de Estancias Infantiles para Apoyar a Madres Trabajadoras, de las(os) niñas(os) de entre 1 año de edad y hasta 3 años 11 meses de edad (un día antes de cumplir los 4 años) o entre 1 año y hasta 5 años 11 meses de edad (un día antes de que cumplan 6 años) en caso de niñas(os) con discapacidad, en la Modalidad de Apoyo a Madres Trabajadoras y Padres Solos. ","Beneficiario, Estancia, Infantil, niñas, niños, madres, trabajadoras, padres, tutores, programa",2014-09-30,Atención Ciudadana,demandasocial@sedesol.gob.mx,público,El nivel de agrupamiento y la información publicada no permite la identificación del beneficiario,2014-06-01/2014-06-30,nacional,http://datos.sedesol.gob.mx/padronbeneficiarios/140930/cp/DICCIONARIO_SEDESOL_INF.csv,mensual,,,,,,
PEI,,,,,,,,,,,,,Beneficiarios_PEI_niñas_y niños_Junio_2014,Datos de los apoyos otorgados en el programa PEI/Niñas y Niños en el mes de junio de 2014,http://datos.sedesol.gob.mx/padronbeneficiarios/140930/cp/pei_146_146_inf.zip,application/zip,308800,2014
PEI_MPT,Programa de Estancias Infantiles para Apoyar a Madres Trabajadoras (Madres y Padres),"Datos del mes de junio de 2014, en la Modalidad de Apoyo a Madres Trabajadoras y Padres Solos, de cada una(o) de las(os) niñas(os) inscritas(os) a alguna Estancia que proporciona servicios de Cuidado y Atención infantil para madres, padres solos, tutores o principales cuidadoras(es) que trabajan, buscan empleo o estudian y se encuentra afiliada al Programa de Estancias Infantiles para Apoyar a Madres Trabajadoras.","Beneficiario, Estancia, Infantil, madres, trabajadoras, padres, tutores, programa",2014-09-30,Atención Ciudadana,demandasocial@sedesol.gob.mx,público,El nivel de agrupamiento y la información publicada no permite la identificación del beneficiario,2014-06-01/2014-06-30,nacional,http://datos.sedesol.gob.mx/padronbeneficiarios/140930/cp/DICCIONARIO_SEDESOL_PER.csv,mensual,,,,,,
PEI_MPT,,,,,,,,,,,,,Beneficiarios_PEI_MPT_Junio_2014,Datos de los apoyos otorgados en el programa PEI/MPT en el mes de junio de 2014,http://datos.sedesol.gob.mx/padronbeneficiarios/140930/cp/pei_146_146_mpt.zip,application/zip,751519,2014
